,instrument_key,name
0,NSE_INDEX|India VIX,India VIX
3452,BSE_EQ|INE491A01021,CITY UNION BANK LTD
3453,BSE_EQ|INE731A01020,ARCHIES LTD
3454,BSE_EQ|INE238A01034,AXIS BANK LTD
3455,BSE_EQ|INE550B01022,HB STOCKHOLDINGS LTD
3456,BSE_EQ|INE027F01014,SIEL FINANCIAL SERVICES LTD
3457,BSE_EQ|INE683A01023,SOUTH INDIAN BANK LTD
3458,BSE_EQ|INE306C01019,ENERGY DEVELOPMENT COMPANY LTD
3459,BSE_EQ|INE269A01021,SONATA SOFTWARE LTD
3460,BSE_EQ|INE665D01016,BENGAL TEA  FABRICS LTD
3461,BSE_EQ|INE139A01034,NATIONAL ALUMINIUM COLTD
3462,BSE_EQ|INE092B01025,INDIA NIPPON ELECTRICALS LTD
3463,BSE_EQ|INE023A01030,NALWA SONS INVESTMENTS LTD
3464,BSE_EQ|INE372A01015,APAR INDUSTRIES LTD
3465,BSE_EQ|INE920B01019,TCI INDUSTRIES LTD
3466,BSE_EQ|INE793A01012,ACCELYA SOLUTIONS INDIA LIMITE
3467,BSE_EQ|INE215B01022,ORCHASP LIMITED
3468,BSE_EQ|INE394C01023,LANDMARC LEISURE CORPORATION L
3469,BSE_EQ|INE860A01027,HCL TECHNOLOGIES LTD
3470,BSE_EQ|INE389D01013,TCFC FINANCE LTD
3471,BSE_EQ|INE007B01023,GEOJIT FINANCIAL SERVICES LIMI
3472,BSE_EQ|INE749A01030,JINDAL STEEL  POWER LTD
3473,BSE_EQ|INE791A01024,BLB LTD
3474,BSE_EQ|INE935A01035,GLENMARK PHARMACEUTICALS LTD
3475,BSE_EQ|INE049B01025,WOCKHARDT LTD
3476,BSE_EQ|INE934A01012,INTEGRATED HITECH LTD
3477,BSE_EQ|INE602C01011,KJMC CORPORATE ADVISORS INDIA
3478,BSE_EQ|INE915B01019,INDSWIFT LABORATORIES LTD
3479,BSE_EQ|INE817A01019,MELSTAR INFORMATION TECHNOLOGI
3480,BSE_EQ|INE878A01011,GE POWER INDIA LTD
3481,BSE_EQ|INE879A01019,SHREE RAMA MULTITECH LTD
3482,BSE_EQ|INE813A01018,MAHINDRA LIFESPACE DEVELOPERS
3483,BSE_EQ|INE042B01012,TELESYS SOFTWARE LTD
3484,BSE_EQ|INE418B01048,VAARAD VENTURES LTD
3485,BSE_EQ|INE010B01027,ZYDUS LIFESCIENCES LIMITED
3486,BSE_EQ|INE555C01029,SHIVA CEMENT LTD
3487,BSE_EQ|INE039B01026,CINEVISTA LTD
3488,BSE_EQ|INE781A01025,INTENSE TECHNOLOGIES LTD
3489,BSE_EQ|INE310B01013,DANLAW TECHNOLOGIES INDIA LTD
3490,BSE_EQ|INE031B01049,AJANTA PHARMA LTD
3491,BSE_EQ|INE638B01025,HB PORTFOLIO LTD
3492,BSE_EQ|INE640B01021,HB ESTATE DEVELOPERS LTD
3493,BSE_EQ|INE792B01012,AMBICA AGARBATHIES  AROMA IND
3494,BSE_EQ|INE228B01017,BARON INFOTECH LTD
3495,BSE_EQ|INE453B01029,COMPUCOM SOFTWARE LTD
3496,BSE_EQ|INE369B01019,OMNI AXS SOFTWARE LTD
3497,BSE_EQ|INE848A01014,IZMO LIMITED
3498,BSE_EQ|INE494B01023,TVS MOTOR COMPANY LTD
3499,BSE_EQ|INE002B01016,SOFTSOL INDIA LTD
3500,BSE_EQ|INE152B01027,ALLCARGO GATI LIMITED
3501,BSE_EQ|INE754A01055,SUBEX LTD
3502,BSE_EQ|INE688A01022,TRANSPORT CORPORATION OF INDIA
3503,BSE_EQ|INE243B01016,PADMALAYA TELEFILMS LTD
3504,BSE_EQ|INE523B01011,AKSH OPTIFIBRE LTD
3505,BSE_EQ|INE400B01020,VIRGO GLOBAL LIMITED
3506,BSE_EQ|INE448B01029,PICTUREHOUSE MEDIA LTD
3507,BSE_EQ|INE256C01024,TRIVENI ENGINEERING  INDUSTRI
3508,BSE_EQ|INE374B01019,MUKTA ARTS LTD
3509,BSE_EQ|INE309B01023,HIT KIT GLOBAL SOLUTIONS LTD
3510,BSE_EQ|INE099E01016,NAGPUR POWER  INDUSTRIES LTD
3511,BSE_EQ|INE417B01040,DYNACONS SYSTEMS  SOLUTIONS L
3512,BSE_EQ|INE859A01011,PNB GILTS LTD
3513,BSE_EQ|INE614A01028,RAMCO INDUSTRIES LTD
3514,BSE_EQ|INE246B01019,RAMCO SYSTEMS LTD
3515,BSE_EQ|INE517B01013,TATA TELESERVICES MAHARASHTRA
3516,BSE_EQ|INE539B01017,VIRINCHI LIMITED
3517,BSE_EQ|INE434B01029,WEP SOLUTIONS LTD
3518,BSE_EQ|INE089C01029,STERLITE TECHNOLOGIES LTD
3519,BSE_EQ|INE716B01029,TIPS INDUSTRIES LTD
3520,BSE_EQ|INE398B01018,MROTEK REALTY LIMITED
3521,BSE_EQ|INE464B01018,UNIVERSAL ARTS LTD
3522,BSE_EQ|INE683B01047,FIRST FINTEC LIMITED
3523,BSE_EQ|INE893A01036,BABA ARTS LTD
3524,BSE_EQ|INE794B01026,BALAJI TELEFILMS LTD
3525,BSE_EQ|INE443B01012,TYCHE INDUSTRIES LTD
3526,BSE_EQ|INE526B01014,CALIFORNIA SOFTWARE COLTD
3527,BSE_EQ|INE392B01011,PRITISH NANDY COMMUNICATIONS L
3528,BSE_EQ|INE565A01014,INDIAN OVERSEAS BANK
3529,BSE_EQ|INE586B01026,TAJGVK HOTELS  RESORTS LTD
3530,BSE_EQ|INE230B01021,CREATIVE EYE LTD
3531,BSE_EQ|INE555B01013,AXISCADES TECHNOLOGIES LIMITED
3532,BSE_EQ|INE971A01014,KONNDOR INDUSTRIES LIMITED
3533,BSE_EQ|INE240C01028,USHA MARTIN EDUCATION  SOLUTI
3534,BSE_EQ|INE836A01035,BIRLASOFT LIMITED
3535,BSE_EQ|INE718B01017,USG TECH SOLUTIONS LTD
3536,BSE_EQ|INE739B01039,FOURTH GENERATION INFORMATION
3537,BSE_EQ|INE856B01023,SAVEN TECHNOLOGIES LTD
3538,BSE_EQ|INE005B01027,AVANTEL LTD
3539,BSE_EQ|INE935B01025,MOSCHIP TECHNOLOGIES LIMITED
3540,BSE_EQ|INE933B01012,MEGASOFT LTD
3541,BSE_EQ|INE330E01023,TRANSCORP INTERNATIONAL LTD
3542,BSE_EQ|INE861A01058,VISESH INFOTECNICS LTD
3543,BSE_EQ|INE345B01019,CEREBRA INTEGRATED TECHNOLOGIE
3544,BSE_EQ|INE747B01016,NEXT MEDIAWORKS LTD
3545,BSE_EQ|INE178C01020,SMARTLINK HOLDINGS LIMITED
3546,BSE_EQ|INE102D01028,GODREJ CONSUMER PRODUCTS LTD
3547,BSE_EQ|INE256D01014,GENUS PRIME INFRA LIMITED
3548,BSE_EQ|INE243D01012,BF UTILITIES LTD
3549,BSE_EQ|INE854D01024,UNITED SPIRITS LTD
3550,BSE_EQ|INE799C01031,SANMIT INFRA LIMITED
3551,BSE_EQ|INE260D01016,OLECTRA GREENTECH LIMITED
3552,BSE_EQ|INE943D01017,MPS LTD
3553,BSE_EQ|INE739E01017,CERA SANITARYWARE LTD
3554,BSE_EQ|INE541C01037,TSPIRITUAL WORLD LTD
3555,BSE_EQ|INE397D01024,BHARTI AIRTEL LTD
3556,BSE_EQ|INE655D01025,SHALIMAR WIRES INDUSTRIES LTD
3557,BSE_EQ|INE070C01037,COMPUAGE INFOCOM LTD
3558,BSE_EQ|INE255D01024,GULSHAN POLYOLS LTD
3559,BSE_EQ|INE838E01017,PONNI SUGARS ERODE LTD
3560,BSE_EQ|INE160A01022,PUNJAB NATIONAL BANK
3561,BSE_EQ|INE881D01027,ORACLE FINANCIAL SERVICES SOFT
3562,BSE_EQ|INE550F01031,HAZOOR MULTI PROJECTS LTD
3563,BSE_EQ|INE411F01010,KAMA HOLDINGS LIMITED
3564,BSE_EQ|INE0MIZ23019,ANZEN INDIA ENERGY YIELD PLUS
3565,BSE_EQ|INE095E01022,MATHER  PLATT FIRE SYSTEMS LT
3566,BSE_EQ|INE266F01018,APTECH LTD
3567,BSE_EQ|INE692A01016,UNION BANK OF INDIA
3568,BSE_EQ|INE686F01025,UNITED BREWERIES LTD
3569,BSE_EQ|INE732F01019,ISMT LTD
3570,BSE_EQ|INE781B01015,NOIDA TOLL BRIDGE COMPANY LTD
3571,BSE_EQ|INE101D01020,GRANULES INDIA LTD
3572,BSE_EQ|INE476A01022,CANARA BANK
3573,BSE_EQ|INE525F01017,BALMER LAWRIE INVESTMENTS LTD
3574,BSE_EQ|INE637C01025,POKARNA LTD
3575,BSE_EQ|INE361B01024,DIVIS LABORATORIES LTD
3576,BSE_EQ|INE386C01029,ASTRA MICROWAVE PRODUCTS LTD
3577,BSE_EQ|INE944F01028,RADICO KHAITAN LTD
3578,BSE_EQ|INE585B01010,MARUTI SUZUKI INDIA LTD
3579,BSE_EQ|INE296E01026,RAJAPALAYAM MILLS LTD
3580,BSE_EQ|INE048G01026,NAVIN FLUORINE INTERNATIONAL L
3581,BSE_EQ|INE691A01018,UCO BANK
3582,BSE_EQ|INE116D01028,BAGFILMS  MEDIA LTD
3583,BSE_EQ|INE220G01021,JINDAL STAINLESS LTD
3584,BSE_EQ|INE399C01030,SUPRAJIT ENGINEERING LTD
3585,BSE_EQ|INE236G01019,TVS ELECTRONICS LTD
3586,BSE_EQ|INE203G01027,INDRAPRASTHA GAS LTD
3587,BSE_EQ|INE038F01029,TV TODAY NETWORK LTD
3588,BSE_EQ|INE218G01033,PALRED TECHNOLOGIES LIMITED
3589,BSE_EQ|INE347G01014,PETRONET LNG LTD
3590,BSE_EQ|INE376G01013,BIOCON LTD
3591,BSE_EQ|INE877F01012,PTC INDIA LTD
3592,BSE_EQ|INE457A01014,BANK OF MAHARASHTRA
3593,BSE_EQ|INE399G01023,RAMKRISHNA FORGINGS LTD
3594,BSE_EQ|INE365B01017,DATAMATICS GLOBAL SERVICES LTD
3595,BSE_EQ|INE155G01029,NEW DELHI TELEVISION LTD
3596,BSE_EQ|INE939A01011,STRIDES PHARMA SCIENCE LIMITED
3597,BSE_EQ|INE455F01025,JAIPRAKASH ASSOCIATES LTD
3598,BSE_EQ|INE481G01011,ULTRATECH CEMENT LTD
3599,BSE_EQ|INE405E01023,UNO MINDA LIMITED
3600,BSE_EQ|INE467B01029,TATA CONSULTANCY SERVICES LTD
3601,BSE_EQ|INE591G01017,COFORGE LIMITED
3602,BSE_EQ|INE586G01017,GP PETROLEUMS LTD
3603,BSE_EQ|INE348B01021,CENTURY PLYBOARDS I LTD
3604,BSE_EQ|INE625G01013,WELSPUN ENTERPRISES LIMTED
3605,BSE_EQ|INE733E01010,NTPC LTD
3606,BSE_EQ|INE658G01014,SALSTEEL LTD
3607,BSE_EQ|INE927D01044,JBM AUTO LTD
3608,BSE_EQ|INE366A01041,DWARIKESH SUGAR INDUSTRIES LTD
3609,BSE_EQ|INE873D01024,INDOCO REMEDIES LTD
3610,BSE_EQ|INE450G01024,VIP CLOTHING LIMITED
3611,BSE_EQ|INE691G01015,IMPEX FERRO TECH LTD
3612,BSE_EQ|INE692G01013,XCHANGING SOLUTIONS LTD
3613,BSE_EQ|INE802G01018,JET AIRWAYS INDIA LTD
3614,BSE_EQ|INE161G01027,MORARJEE TEXTILES LTD
3615,BSE_EQ|INE796G01012,JINDAL PHOTO LTD
3616,BSE_EQ|INE063E01046,PONDY OXIDES  CHEMICALS LTD
3617,BSE_EQ|INE351F01018,JAIPRAKASH POWER VENTURES LIMI
3618,BSE_EQ|INE748A01016,MCNALLY BHARAT ENGINEERING COM
3619,BSE_EQ|INE887G01027,GOKALDAS EXPORTS LTD
3620,BSE_EQ|INE530B01024,IIFL FINANCE LIMITED
3621,BSE_EQ|INE584F01014,MANGALAM DRUGS  ORGANICS LTD
3622,BSE_EQ|INE498B01024,SHOPPERS STOP LTD
3623,BSE_EQ|INE278G01037,CYBER MEDIA INDIA LTD
3624,BSE_EQ|INE875G01030,NANDAN DENIM LIMITED
3625,BSE_EQ|INE824G01012,JSW HOLDINGS LIMITED
3626,BSE_EQ|INE823G01014,JKCEMENT LTD
3627,BSE_EQ|INE052B01011,BEEYU OVERSEAS LTD
3628,BSE_EQ|INE528G01035,YES BANK LTD
3629,BSE_EQ|INE023H01027,NECTAR LIFESCIENCES LTD
3630,BSE_EQ|INE752G01015,MSP STEEL  POWER LTD
3631,BSE_EQ|INE978G01016,SPL INDUSTRIES LTD
3632,BSE_EQ|INE614B01018,KARNATAKA BANK LTD
3633,BSE_EQ|INE942G01012,MCLEOD RUSSEL INDIA LTD
3634,BSE_EQ|INE828G01013,FACOR ALLOYS LTD
3635,BSE_EQ|INE043D01016,IDFC LIMITED
3636,BSE_EQ|INE050H01012,RANE MADRAS LTD
3637,BSE_EQ|INE501G01024,HT MEDIA LTD
3638,BSE_EQ|INE231F01020,SASKEN TECHNOLOGIES LIMITED
3639,BSE_EQ|INE011H01014,RAJVIR INDUSTRIES LTD
3640,BSE_EQ|INE512B01022,FCS SOFTWARE SOLUTIONS LTD
3641,BSE_EQ|INE040H01021,SUZLON ENERGY LTD
3642,BSE_EQ|INE132H01018,AURIONPRO SOLUTIONS LTD
3643,BSE_EQ|INE087H01022,SHREE RENUKA SUGARS LTD
3644,BSE_EQ|INE157H01023,KMSUGAR MILLS LTD
3645,BSE_EQ|INE186H01022,BANNARI AMMAN SPINNING MILLS L
3646,BSE_EQ|INE160H01019,PBA INFRASTRUCTURE LTD
3647,BSE_EQ|INE212H01026,AIA ENGINEERING LTD
3648,BSE_EQ|INE184H01027,EVEREST KANTO CYLINDER LTD
3649,BSE_EQ|INE202H01019,KERNEX MICROSYSTEMS INDIA LT
3650,BSE_EQ|INE461B01014,REPRO INDIA LTD
3651,BSE_EQ|INE191H01014,PVR INOX LIMITED
3652,BSE_EQ|INE855F01042,BARTRONICS INDIA LTD
3653,BSE_EQ|INE185H01016,CELEBRITY FASHIONS LTD
3654,BSE_EQ|INE216H01027,EDUCOMP SOLUTIONS LTD
3655,BSE_EQ|INE229H01012,NITIN SPINNERS LTD
3656,BSE_EQ|INE283H01019,ROYAL ORCHID HOTELS LTD
3657,BSE_EQ|INE265F01028,ENTERTAINMENT NETWORK INDIA
3658,BSE_EQ|INE266H01014,CELLA SPACE LIMITED
3659,BSE_EQ|INE246F01010,GUJARAT STATE PETRONET LTD
3660,BSE_EQ|INE199G01027,JAGRAN PRAKASHAN LTD
3661,BSE_EQ|INE256H01015,DYNEMIC PRODUCTS LTD
3662,BSE_EQ|INE251H01024,GVK POWER  INFRASTRUCTURE LTD
3663,BSE_EQ|INE226H01026,SADBHAV ENGINEERING LTD
3664,BSE_EQ|INE330H01018,RELIANCE COMMUNICATIONS LTD
3665,BSE_EQ|INE190H01024,SAKUMA EXPORTS LTD
3666,BSE_EQ|INE389H01022,KEC INTERNATIONAL LTD
3667,BSE_EQ|INE047B01011,GILLANDERS ARBUTHNOT  COLTD
3668,BSE_EQ|INE332H01014,INDO TECH TRANSFORMERS LTD
3669,BSE_EQ|INE350H01032,BLKASHYAP AND SONS LTD
3670,BSE_EQ|INE774D01024,MAHINDRA  MAHINDRA FINANCIAL
3671,BSE_EQ|INE286H01012,VISA STEEL LTD
3672,BSE_EQ|INE858F01012,NITCO LTD
3673,BSE_EQ|INE493H01014,MPDL LIMITED
3674,BSE_EQ|INE343H01029,SOLAR INDUSTRIES INDIA LTD
3675,BSE_EQ|INE297H01019,GALLANTT ISPAT LIMITED
3676,BSE_EQ|INE383H01017,MALU PAPER MILLS LTD
3677,BSE_EQ|INE786F01031,UTTAM SUGAR MILLS LTD
3678,BSE_EQ|INE353H01010,STL GLOBAL LTD
3679,BSE_EQ|INE401H01017,KEWAL KIRAN CLOTHING LTD
3680,BSE_EQ|INE424H01027,SUN TV NETWORK LTD
3681,BSE_EQ|INE177H01021,GODAWARI POWER  ISPAT LTD
3682,BSE_EQ|INE411H01032,R SYSTEMS INTERNATIONAL LTD
3683,BSE_EQ|INE296H01011,EMKAY GLOBAL FINANCIAL SERVICE
3684,BSE_EQ|INE388G01026,TANTIA CONSTRUCTIONS LTD
3685,BSE_EQ|INE397H01017,LOKESH MACHINES LTD
3686,BSE_EQ|INE390H01012,KAMDHENU LIMITED
3687,BSE_EQ|INE111F01016,PAUSHAK LTD
3688,BSE_EQ|INE302H01017,GTN TEXTILES LTD
3689,BSE_EQ|INE347H01012,INDITRADE CAPITAL LIMITED
3690,BSE_EQ|INE367G01038,PRIME FOCUS LTD
3691,BSE_EQ|INE418H01029,ALLCARGO LOGISTICS LTD
3692,BSE_EQ|INE776C01039,GMR AIRPORTS INFRASTRUCTURE LI
3693,BSE_EQ|INE669C01036,TECH MAHINDRA LTD
3694,BSE_EQ|INE536H01010,CIE AUTOMOTIVE INDIA LIMITED
3695,BSE_EQ|INE540H01012,VOLTAMP TRANSFORMERS LTD
3696,BSE_EQ|INE285H01022,ATLANTAA LIMITED
3697,BSE_EQ|INE677H01012,DEEP ENERGY RESOURCES LIMITED
3698,BSE_EQ|INE596H01014,HOV SERVICES LTD
3699,BSE_EQ|INE731H01025,ACTION CONSTRUCTION EQUIPMENT
3700,BSE_EQ|INE916G01016,GEECEE VENTURES LIMITED
3701,BSE_EQ|INE787H09087,IIFCLSRVIII
3702,BSE_EQ|INE516H01012,RICHA INDUSTRIES LTD
3703,BSE_EQ|INE336H01023,GAYATRI PROJECTS LTD
3704,BSE_EQ|INE737H01014,FIEM INDUSTRIES LTD
3705,BSE_EQ|INE117A01022,ABB INDIA LIMITED
3706,BSE_EQ|INE208C01025,AEGIS LOGISTICS LTD
3707,BSE_EQ|INE503A01015,DCB BANK LIMITED
3708,BSE_EQ|INE792H01019,GLOBAL VECTRA HELICORP LTD
3709,BSE_EQ|INE020G01017,INSPIRISYS SOLUTIONS LIMITED
3710,BSE_EQ|INE221H01019,GTL INFRASTRUCTURE LTD
3711,BSE_EQ|INE885A01032,AMARA RAJA ENERGY  MOBILITY L
3712,BSE_EQ|INE432A01017,AMBALAL SARABHAI ENTERPRISES L
3713,BSE_EQ|INE813H01021,TORRENT POWER LTD
3714,BSE_EQ|INE714B01016,ANDHRA PETROCHEMICALS LTD
3715,BSE_EQ|INE436A01026,ANSAL PROPERTIES  INFRASTRUCT
3716,BSE_EQ|INE096A01010,UTIQUE ENTERPRISES LIMITED
3717,BSE_EQ|INE818H01020,LT FOODS LTD
3718,BSE_EQ|INE957C01019,ARUNA HOTELS LTD
3719,BSE_EQ|INE803H01014,RUCHIRA PAPERS LTD
3720,BSE_EQ|INE032A01023,BOMBAY DYEING  MFGCOLTD
3721,BSE_EQ|INE483C01032,TANLA PLATFORMS LIMITED
3722,BSE_EQ|INE363A01022,ASIAN HOTELS NORTH LIMITED
3723,BSE_EQ|INE966H01019,ZEE MEDIA CORPORATION LIMITED
3724,BSE_EQ|INE100A01010,ATUL LTD
3725,BSE_EQ|INE447A01015,ATV PROJECTS INDIA LTD
3726,BSE_EQ|INE718H01014,AUTOLINE INDUSTRIES LTD
3727,BSE_EQ|INE193E01025,BAJAJ ELECTRICALS LTD
3728,BSE_EQ|INE306A01021,BAJAJ HINDUSTHAN SUGAR LIMITED
3729,BSE_EQ|INE451A01017,FORCE MOTORS LTD
3730,BSE_EQ|INE296A01024,BAJAJ FINANCE LIMITED
3731,BSE_EQ|INE545H01011,TECHNOCRAFT INDUSTRIES INDIA
3732,BSE_EQ|INE891D01026,REDINGTON LIMITED
3733,BSE_EQ|INE119A01028,BALRAMPUR CHINI MILLS LTD
3734,BSE_EQ|INE213C01025,BANCO PRODUCTS INDIA LTD
3735,BSE_EQ|INE055A01016,CENTURY TEXTILES  INDUSTRIES
3736,BSE_EQ|INE459A01010,BANNARI AMMAN SUGARS LTD
3737,BSE_EQ|INE373A01013,BASF INDIA LTD
3738,BSE_EQ|INE176A01028,BATA INDIA LTD
3739,BSE_EQ|INE804H01012,TRANSWARRANTY FINANCE LTD
3740,BSE_EQ|INE562A01011,INDIAN BANK
3741,BSE_EQ|INE812G01025,SMS PHARMACEUTICALS LTD
3742,BSE_EQ|INE258A01016,BEML LTD
3743,BSE_EQ|INE263A01024,BHARAT ELECTRONICS LTD
3744,BSE_EQ|INE922A01025,BHANSALI ENGINEERING POLYMERS
3745,BSE_EQ|INE669E01016,VODAFONE IDEA  LIMITED
3746,BSE_EQ|INE702H01018,JAGJANANI TEXTILES LTD
3747,BSE_EQ|INE819C01011,BIHAR SPONGE IRON LTD
3748,BSE_EQ|INE071A01013,BINANI INDUSTRIES LTD
3749,BSE_EQ|INE800A01015,BIRLA CABLE LIMITED
3750,BSE_EQ|INE976H01018,LEHAR FOOTWEARS LIMITED
3751,BSE_EQ|INE006I01046,ASTRAL LIMITED
3752,BSE_EQ|INE069I01010,INDIABULLS REAL ESTATE LTD
3753,BSE_EQ|INE052I01032,CAMLIN FINE SCIENCES LTD
3754,BSE_EQ|INE472A01039,BLUE STAR LTD
3755,BSE_EQ|INE131C01011,DISA INDIA LTD
3756,BSE_EQ|INE418C01012,QUEST CAPITAL MARKETS LIMITED
3757,BSE_EQ|INE836F01026,DISH TV INDIA LTD
3758,BSE_EQ|INE280H01015,SAHYADRI INDUSTRIES LTD
3759,BSE_EQ|INE110A01019,BPL LTD
3760,BSE_EQ|INE061F01013,FORTIS HEALTHCARE LTD
3761,BSE_EQ|INE797H01018,TGB BANQUETS AND HOTELS LTD
3762,BSE_EQ|INE959C01023,ORIENTAL AROMATICS LIMITED
3763,BSE_EQ|INE788H01017,HILTON METAL FORGING LTD
3764,BSE_EQ|INE124G01033,DELTA CORP LTD
3765,BSE_EQ|INE287C01037,MIC ELECTRONICS LTD
3766,BSE_EQ|INE281A01026,CENTURY EXTRUSIONS LTD
3767,BSE_EQ|INE486A01021,CESC LTD
3768,BSE_EQ|INE085A01013,CHAMBAL FERTILISERS  CHEMICAL
3769,BSE_EQ|INE302A01020,EXIDE INDUSTRIES LTD
3770,BSE_EQ|INE059A01026,CIPLA LTD
3771,BSE_EQ|INE508G01029,TIME TECHNOPLAST LTD
3772,BSE_EQ|INE303A01010,DIC INDIA LTD
3773,BSE_EQ|INE170I01016,HINDUJA GLOBAL SOLUTIONS LTD
3774,BSE_EQ|INE007A01025,CRISIL LTD
3775,BSE_EQ|INE067A01029,CG POWER AND INDUSTRIAL SOLUTI
3776,BSE_EQ|INE016A01026,DABUR INDIA LTD
3777,BSE_EQ|INE495A01022,DALMIA BHARAT SUGAR AND INDUST
3778,BSE_EQ|INE033B01011,QUINTEGRA SOLUTIONS LTD
3779,BSE_EQ|INE271C01023,DLF LTD
3780,BSE_EQ|INE034A01011,ARVIND LTD
3781,BSE_EQ|INE257A01026,BHARAT HEAVY ELECTRICALS LTD
3782,BSE_EQ|INE094A01015,HINDUSTAN PETROLEUM CORPORATIO
3783,BSE_EQ|INE191I01012,HOUSING DEVELOPMENT  INFRASTR
3784,BSE_EQ|INE039A01010,IFCI LTD
3785,BSE_EQ|INE102I01027,ALLIED DIGITAL SERVICES LTD
3786,BSE_EQ|INE153A01019,MAHANAGAR TELEPHONE NIGAM LTD
3787,BSE_EQ|INE103A01014,MANGALORE REFINERY  PETROCHEM
3788,BSE_EQ|INE178A01016,CHENNAI PETROLEUM CORPORATION
3789,BSE_EQ|INE062A01020,STATE BANK OF INDIA
3790,BSE_EQ|INE114A01011,STEEL AUTHORITY OF INDIA LTD
3791,BSE_EQ|INE280A01028,TITAN COMPANY LIMITED
3792,BSE_EQ|INE008A01015,IDBI BANK LTD
3793,BSE_EQ|INE500A01029,DCW LTD
3794,BSE_EQ|INE105I01020,SEL MANUFACTURING COMPANY LTD
3795,BSE_EQ|INE041A01016,DHAMPUR SUGAR MILLS LTD
3796,BSE_EQ|INE591D01014,DIAMINES  CHEMICALS LTD
3797,BSE_EQ|INE930H01031,KPRMILL LIMITED
3798,BSE_EQ|INE142I01023,TAKE SOLUTIONS LTD
3799,BSE_EQ|INE280B01018,ELANTAS BECK INDIA LTD
3800,BSE_EQ|INE089A01023,DRREDDYS LABORATORIES LTD
3801,BSE_EQ|INE126A01031,EIDPARRY INDIA LTD
3802,BSE_EQ|INE199A01012,PROCTER  GAMBLE HEALTH LIMITE
3803,BSE_EQ|INE245I01016,NAGREEKA CAPITAL  INFRASTRUCT
3804,BSE_EQ|INE086A01029,ELECTROSTEEL CASTINGS LTD
3805,BSE_EQ|INE752E01010,POWER GRID CORPORATION OF INDI
3806,BSE_EQ|INE455I01029,KAVERI SEED COMPANY LTD
3807,BSE_EQ|INE284A01012,ESAB INDIA LTD
3808,BSE_EQ|INE255A01020,EPL LIMITED
3809,BSE_EQ|INE778B01029,ESTER INDUSTRIES LTD
3810,BSE_EQ|INE512A01016,FGP LTD
3811,BSE_EQ|INE160F01013,PH CAPITAL LTD
3812,BSE_EQ|INE235A01022,FINOLEX CABLES LTD
3813,BSE_EQ|INE515A01019,JOHN COCKERILL INDIA LIMITED
3814,BSE_EQ|INE516A01017,UFLEX LTD
3815,BSE_EQ|INE973A01010,GOLDEN TOBACCO LTD
3816,BSE_EQ|INE388A01029,GANESH BENZOPLAST LTD
3817,BSE_EQ|INE722H01024,RENAISSANCE GLOBAL LIMITED
3818,BSE_EQ|INE094I01018,KOLTEPATIL DEVELOPERS LTD
3819,BSE_EQ|INE234I01028,KAUSHALYA INFRASTRUCTURE DEVEL
3820,BSE_EQ|INE668F01031,JYOTHY LABS LIMITED
3821,BSE_EQ|INE085D01033,METROGLOBAL LIMITED
3822,BSE_EQ|INE043A01012,GTL LTD
3823,BSE_EQ|INE791I01019,BRIGADE ENTERPRISES LTD
3824,BSE_EQ|INE661I01014,BGR ENERGY SYSTEMS LTD
3825,BSE_EQ|INE260B01028,GODFREY PHILLIPS INDIA LTD
3826,BSE_EQ|INE233A01035,GODREJ INDUSTRIES LTD
3827,BSE_EQ|INE531A01024,KANSAI NEROLAC PAINTS LTD
3828,BSE_EQ|INE300A01016,GOODRICKE GROUP LTD
3829,BSE_EQ|INE298I01015,ARIES AGRO LTD
3830,BSE_EQ|INE533A01012,GOODYEAR INDIA LTD
3831,BSE_EQ|INE529I01021,KUANTUM PAPERS LTD
3832,BSE_EQ|INE537A01013,GTN INDUSTRIES LTD
3833,BSE_EQ|INE539A01019,GHCL LTD
3834,BSE_EQ|INE576I01022,JKUMAR INFRAPROJECTS LTD
3835,BSE_EQ|INE538A01037,GFL LIMITED
3836,BSE_EQ|INE540A01017,GUJARAT LEASE FINANCING LTD
3837,BSE_EQ|INE809I01019,ONMOBILE
3838,BSE_EQ|INE964H01014,SEPC LIMITED
3839,BSE_EQ|INE236A01020,HCL INFOSYSTEMS LTD
3840,BSE_EQ|INE040A01034,HDFC BANK LTD
3841,BSE_EQ|INE158A01026,HERO MOTOCORP LTD
3842,BSE_EQ|INE548A01028,HFCL LIMITED
3843,BSE_EQ|INE019C01026,HIMADRI SPECIALITY CHEMICAL LT
3844,BSE_EQ|INE549A01026,HINDUSTAN CONSTRUCTION COLTD
3845,BSE_EQ|INE345A01011,HINDUSTAN OIL EXPLORATION COL
3846,BSE_EQ|INE415A01038,AGI GREENPAC LIMITED
3847,BSE_EQ|INE267A01025,HINDUSTAN ZINC LTD
3848,BSE_EQ|INE353A01023,NDL VENTURES LIMITED
3849,BSE_EQ|INE262A01018,HMT LTD
3850,BSE_EQ|INE962B01011,PRAG BOSIMI SYNTHETICS LTD
3851,BSE_EQ|INE102A01024,HLV LIMITED
3852,BSE_EQ|INE615H01020,TITAGARH RAIL SYSTEMS LIMITED
3853,BSE_EQ|INE204A01010,I G PETROCHEMICALS LTD
3854,BSE_EQ|INE560A01015,INDIA GLYCOLS LTD
3855,BSE_EQ|INE333C01013,INDIA LEASE DEVELOPMENT LTD
